"name","ID","speed","weight","pVGRF_N","pVACC_g","pRGRF_N","pRACC_g"
"2017-03-07_ED_4km_1_m2_030.txt",30,4,92.3,1307.44,1.77,1318.45,1.86
"2017-03-17_ED_2km_m2_1_031.txt",31,2,104.4,1203.5,1.21,1214.81,1.25
"2017-03-17_ED_3km_m2_1_031.txt",31,3,104.4,1349.61,1.36,1360.42,1.4
"2017-03-17_ED_4km_m2_1_031.txt",31,4,104.4,1485.94,1.6,1509.2,1.62
"2017-03-17_ED_5km_m2_1_031.txt",31,5,104.4,1598.21,1.76,1630.32,1.8
"2017-03-17_ED_6km_m2_1_031.txt",31,6,104.4,1654.97,1.94,1696.87,2.02
"2017-04-24_ED_2km_m3_1_034.txt",34,2,70.7,844.82,1.23,852.5,1.29
"2017-04-24_ED_3km_m3_1_034.txt",34,3,70.7,909.63,1.36,926.5,1.44
"2017-04-24_ED_4km_m3_1_034.txt",34,4,70.7,941.77,1.48,961.66,1.57
"2017-04-24_ED_5km_m3_1_034.txt",34,5,70.7,949.52,1.68,983.03,1.73
"2017-04-24_ED_6km_m3_1_034.txt",34,6,70.7,1012.9,1.99,1039.15,2.08
"2017-03-11_ED_2km_m2_1_035.txt",35,2,99.8,1129.89,1.23,1145.94,1.26
"2017-03-11_ED_3km_m2_1_035.txt",35,3,99.8,1252.68,1.36,1274.11,1.42
"2017-04-24_ED_2km_m3_1_036.txt",36,2,73,835.27,1.19,842.25,1.23
"2017-04-24_ED_3km_m3_1_036.txt",36,3,73,897.47,1.28,908.39,1.32
"2017-04-24_ED_4km_m3_1_036.txt",36,4,73,941.78,1.43,954.83,1.47
"2017-04-24_ED_5km_m3_1_036.txt",36,5,73,1042.05,1.54,1072.34,1.6
"2017-04-24_ED_6km_m3_1_036.txt",36,6,73,1157.38,1.66,1211.68,1.83
"2017-04-13_ED_2km_1_m2_038.txt",38,2,107,1279.5,1.29,1289.89,1.34
"2017-04-13_ED_3km_1_m2_038.txt",38,3,107,1407.59,1.38,1425.61,1.46
"2017-04-13_ED_4km_1_m2_038.txt",38,4,107,1501.19,1.55,1533.64,1.63
"2016-11-29_ED_2km_1_m1_042.txt",42,2,107,1310.63,1.24,1336.03,1.44
"2016-11-29_ED_3km_1_m1_042.txt",42,3,107,1385.66,1.32,1407.71,1.51
